,ID,aspect,strdist,basarea,basin,curvature,curve_cont,curve_prof,curves,drop,rockdist,flowdir,fos,lith,elev,cohesion,slide,scarpdist,scarps,frictang,slope,slopeleg,woods,specwt
168,169,23.56765,447.2136,65600,1,-0.5782776,0.5566394,-0.02163817,0.3340113,53.33333,0,128,1.852643,1,1164.361,50,0,20.0,0.0,45,30.34601,1512.64,1,25
169,170,25.97511,456.5085,65600,1,0.7459106,-0.7636003,-0.01768966,0.3027512,70.0,0,128,1.882443,1,1160.491,50,0,20.0,0.0,45,30.67086,1505.964,1,25
170,171,25.25804,466.4762,65600,1,3.459778,-2.736644,0.7231337,0.3471461,82.5,0,64,2.088485,1,1157.036,50,0,0.0,0.0,45,33.24455,1500.0,1,25
171,172,23.07207,477.0744,65600,1,2.365112,-1.381727,0.9833854,0.4033044,80.0,0,64,2.313343,1,1150.878,50,0,0.0,0.0,45,32.36259,1494.773,1,25
172,173,24.09486,488.2622,65600,1,-2.355652,2.420761,0.06510931,0.3443055,35.0,0,64,2.215464,1,1142.416,50,0,20.0,0.0,45,23.51144,1490.306,1,25
173,174,24.26022,500.0,65600,1,-3.39563,3.004586,-0.3910437,0.09164235,10.0,0,32,2.053276,1,1138.034,50,0,40.0,0.0,45,9.610962,1486.821,1,25
174,175,224.9235,512.2499,65600,1,0.4199219,0.002508115,0.42243,0.01905777,2.5,0,16,0.7419017,5,1138.983,10,0,60.0,0.0,23,0.416844,1484.535,1,19
176,177,1.134976,400.0,32800,2,3.002136,-2.823905,0.1782307,0.5143235,130.0,0,64,2.001618,1,1095.622,50,0,20.0,0.0,45,42.61351,1682.974,1,25
177,178,351.2475,398.4972,91600,5,2.45929,-2.156732,0.302558,0.4701945,110.0,0,64,1.830873,1,1098.469,50,0,20.0,0.0,45,46.15425,1683.506,1,25
178,179,352.984,392.9377,91600,5,1.365509,-1.522003,-0.1564938,0.4205912,90.0,0,64,1.94306,1,1099.615,50,0,28.28427,0.0,45,42.11807,1684.046,1,25
179,180,351.6148,388.3297,91600,5,1.010345,-1.149849,-0.1395037,0.3657819,72.5,0,64,2.020427,1,1101.002,50,0,28.28427,0.0,45,37.87977,1664.442,1,25
180,181,3.07115,384.7077,91600,5,2.272949,-0.8465149,1.426434,0.3304901,65.0,0,64,2.105464,1,1102.54,50,0,20.0,0.0,45,33.40987,1645.513,1,25
181,182,20.77583,382.0995,91600,5,1.670959,-0.9391008,0.7318587,0.3450334,61.66667,0,128,2.184196,1,1098.585,50,0,20.0,0.0,45,32.6074,1627.287,1,25
182,183,18.78532,380.5259,91600,5,-2.194122,1.096909,-1.097213,0.3765543,50.0,0,64,2.018019,1,1091.219,50,0,20.0,0.0,45,30.70452,1609.79,1,25
183,184,359.3392,380.0,91600,5,-2.229828,0.9284179,-1.30141,0.2961371,40.0,0,64,1.846363,1,1088.527,50,0,20.0,0.0,45,26.17676,1593.051,1,25
184,185,335.367,380.5259,91600,5,-1.552612,0.4200364,-1.132576,0.2871814,36.66667,0,32,0.5567403,5,1091.071,10,0,20.0,0.0,23,25.62853,1577.099,1,19
185,186,315.5854,382.0995,91600,5,-0.01681519,0.4274461,0.4106309,0.3430219,50.0,0,32,0.6321391,5,1098.052,10,0,20.0,0.0,23,31.99037,1561.964,1,19
186,187,292.4532,384.7077,91600,5,-5.862732,3.968708,-1.894024,0.5412139,70.0,0,32,0.4872151,5,1108.25,10,0,28.28427,0.0,23,49.38126,1547.677,1,19
187,188,285.3765,388.3297,91600,5,-3.354462,0.3736698,-2.980792,0.6371196,145.0,0,16,0.3657855,5,1137.263,10,0,40.0,0.0,23,56.88287,1534.27,1,19
188,189,291.9101,392.9377,91600,5,2.683624,-2.984409,-0.3007844,0.5692458,150.0,0,16,1.423438,1,1167.373,50,0,20.0,0.0,45,48.41829,1521.776,1,25
189,190,317.3624,398.4972,91600,5,3.943115,-2.107726,1.835389,0.3852265,83.33334,0,32,1.449067,1,1183.622,50,0,0.0,0.0,45,33.47229,1510.229,1,25
190,191,353.5797,404.9691,65600,1,3.452362,-1.884863,1.567499,0.2784129,65.0,0,64,2.021825,1,1188.443,50,0,0.0,0.0,45,28.87628,1499.661,1,25
191,192,11.71277,412.3106,65600,1,3.213654,-2.356948,0.8567055,0.3266985,75.0,0,64,3.124042,1,1187.483,50,0,0.0,0.0,45,31.38697,1490.106,1,25
192,193,21.03218,420.4759,65600,1,1.474365,-0.9238569,0.5505084,0.3710595,67.5,0,64,2.932678,1,1182.789,50,0,0.0,0.0,45,33.25933,1481.597,1,25
193,194,28.23382,429.4182,65600,1,-0.1461182,0.3498859,0.2037677,0.3857867,55.0,0,64,2.313325,1,1175.762,50,0,0.0,0.0,45,32.62045,1473.964,1,25
194,195,31.41578,439.09,65600,1,-1.394501,1.302608,-0.09189264,0.3423103,40.0,0,128,1.938085,1,1168.418,50,0,20.0,0.0,45,28.88464,1467.032,1,25
195,196,31.27356,449.4441,65600,1,-1.853149,1.286728,-0.5664216,0.2619143,40.0,0,128,1.847908,1,1162.608,50,0,20.0,0.0,45,25.76277,1460.833,1,25
196,197,30.94885,460.4346,65600,1,1.583374,-1.043629,0.5397447,0.2426642,61.66667,0,128,2.022888,1,1160.043,50,0,20.0,0.0,45,27.02594,1455.395,1,25
197,198,35.22132,472.0169,65600,1,3.486908,-1.999971,1.486937,0.3382267,62.5,0,64,2.379843,1,1155.237,50,0,28.28427,0.0,45,29.4522,1450.744,1,25
198,199,40.81895,484.1487,65600,1,-2.355835,1.939181,-0.4166537,0.3514584,30.0,0,64,2.392334,1,1144.496,50,0,44.72136,0.0,45,24.12769,1447.109,1,25
199,200,48.09339,496.7897,65600,1,-3.737457,2.943623,-0.7938347,0.1114004,1.666667,0,32,2.11837,1,1138.253,50,0,60.0,0.0,45,10.83121,1444.713,1,25
201,202,233.6712,537.4012,162800,3,0.7286682,-0.5228683,0.2057999,0.0767758,15.0,0,8,2.529749,5,1144.636,10,0,72.11102,0.0,23,4.648664,1445.089,1,19
203,204,357.3622,380.5259,32800,2,1.244904,-0.6785139,0.5663897,0.3667328,72.5,0,64,2.902676,1,1107.229,50,0,20.0,0.0,45,30.33263,1643.507,1,25
204,205,349.1476,380.0,32800,2,2.128937,-1.832548,0.296389,0.3356975,72.5,0,64,2.597162,1,1110.544,50,0,28.28427,0.0,45,33.74594,1643.047,1,25
205,206,353.0749,379.4733,91600,5,2.367279,-1.820984,0.5462946,0.3060641,70.0,0,64,2.895486,1,1112.5,50,0,40.0,0.0,45,31.40773,1643.606,1,25
206,207,356.6295,373.6308,91600,5,1.004852,-0.9462589,0.05859336,0.3141435,62.5,0,64,2.830977,1,1112.256,50,0,44.72136,0.0,45,30.00514,1644.981,1,25
207,208,356.7968,368.7818,91600,5,-0.15271,-0.04968666,-0.2023966,0.311957,52.5,0,64,2.559542,1,1111.772,50,0,44.72136,0.0,45,28.61966,1631.139,1,25
208,209,10.8415,364.9658,91600,5,0.9846191,0.2152218,1.199841,0.3012524,47.5,0,64,2.408787,1,1112.104,50,0,40.0,0.0,45,27.45866,1611.799,1,25
209,210,19.03365,362.2154,91600,5,-1.044556,0.08687908,-0.9576766,0.3015921,56.66667,0,128,2.285946,1,1107.579,50,0,40.0,0.0,45,30.04662,1593.162,1,25
210,211,15.58229,360.5551,91600,5,0.961792,-0.4042257,0.5575663,0.4047891,72.5,0,64,2.073978,1,1105.728,50,0,40.0,0.0,45,33.3979,1575.255,1,25
211,212,7.95848,360.0,91600,5,-2.502625,1.324568,-1.178056,0.3989114,57.5,0,64,1.817471,1,1100.407,50,0,40.0,0.0,45,32.32332,1558.107,1,25
212,213,345.606,360.5551,91600,5,-2.012085,0.6793829,-1.332702,0.3287452,45.0,0,64,1.717574,1,1100.394,50,0,40.0,0.0,45,28.37263,1541.749,1,25
213,214,315.5435,362.2154,91600,5,-4.484314,3.257885,-1.226429,0.3944814,48.33333,0,32,0.5079035,5,1104.793,10,0,40.0,0.0,23,37.20383,1526.212,1,19
214,215,301.7377,364.9658,91600,5,-5.550079,3.904783,-1.645297,0.6283972,85.0,0,16,0.3978931,5,1122.154,10,0,44.72136,0.0,23,53.61521,1511.53,1,19
215,216,298.178,368.7818,91600,5,1.233704,-1.802832,-0.5691287,0.6505564,158.3333,0,32,0.3556699,5,1153.407,10,0,40.0,0.0,23,57.75522,1497.735,1,19
216,217,300.8439,373.6308,91600,5,2.561401,-3.087628,-0.5262263,0.5285527,143.3333,0,32,1.415106,1,1178.041,50,0,20.0,0.0,45,48.57203,1484.864,1,25
217,218,314.6148,379.4733,91600,5,1.809021,-1.600151,0.2088702,0.319971,80.0,0,32,1.507416,1,1190.414,50,0,0.0,0.0,45,29.98112,1472.95,1,25
218,219,345.7488,386.2642,91600,5,0.2467957,0.3144882,0.5612838,0.1951481,35.0,0,32,2.051284,1,1193.578,50,0,0.0,0.0,45,18.69732,1462.031,1,25
219,220,10.59492,393.9543,65600,1,0.2000732,0.09065815,0.2907314,0.2028279,38.33333,0,128,2.627474,1,1193.834,50,0,0.0,0.0,45,19.97695,1452.143,1,25
220,221,23.47622,402.4922,65600,1,2.009796,-1.334783,0.6750135,0.2528896,60.0,0,128,2.816962,1,1192.818,50,0,0.0,0.0,45,25.76299,1443.322,1,25
221,222,29.91186,411.8252,65600,1,1.875824,-1.435543,0.440281,0.3389327,68.33334,0,128,2.674232,1,1188.063,50,0,0.0,0.0,45,31.50321,1435.395,1,25
222,223,32.46809,421.9005,65600,1,0.327301,-0.2445792,0.08272184,0.3872398,61.66667,0,128,2.370257,1,1180.388,50,0,0.0,0.0,45,33.36367,1428.188,1,25
223,224,33.34731,432.6662,65600,1,-0.5717468,0.7327673,0.1610205,0.366192,47.5,0,64,2.071444,1,1172.347,50,0,20.0,0.0,45,29.96288,1421.736,1,25
224,225,37.16384,444.0721,65600,1,-1.984833,1.680426,-0.3044068,0.2966631,33.33333,0,128,1.905532,1,1165.114,50,0,20.0,0.0,45,24.97498,1416.07,1,25
225,226,42.84896,456.0702,65600,1,-0.6882019,0.3843924,-0.3038095,0.2244756,53.33333,0,128,1.953337,1,1160.046,50,0,28.28427,0.0,45,24.83273,1411.221,1,25
226,227,44.64429,468.615,65600,1,3.591125,-2.143354,1.447771,0.321346,61.66667,0,128,2.162071,1,1155.883,50,0,40.0,0.0,45,28.42188,1407.422,1,25
227,228,46.77612,481.6638,162800,3,-2.422638,2.065032,-0.3576058,0.3511808,30.0,0,1,2.255621,1,1144.46,50,0,40.0,0.0,45,23.18488,1404.905,1,25
228,229,41.98473,495.1767,162800,3,-3.521912,2.937037,-0.5848746,0.07773034,1.666667,0,2,2.070101,1,1138.112,50,0,40.0,0.0,45,7.397862,1403.688,1,25
229,230,235.0657,509.1169,162800,3,-0.1953125,0.5060387,0.3107263,0.09799295,7.5,0,16,0.8275004,5,1139.994,10,0,44.72136,0.0,23,7.070536,1403.782,1,19
230,231,242.3563,523.4501,162800,3,0.339386,-0.2729251,0.06646086,0.10552,16.66667,0,8,11.62992,5,1143.042,10,0,56.56854,0.0,23,7.411658,1405.194,1,19
231,232,268.919,538.145,162800,3,-0.4718933,0.2259454,-0.2459479,0.1147378,15.0,0,8,1.899037,5,1145.438,10,0,72.11102,0.0,23,8.060748,1407.925,1,19
232,233,273.505,553.1727,162800,3,1.133514,-1.136055,-0.002541038,0.07316498,22.5,0,16,1.401615,5,1150.054,10,0,89.44272,0.0,23,7.1472,1411.969,1,19
234,235,346.8387,360.5551,32800,2,1.716522,-1.697383,0.01913902,0.2122252,50.0,0,64,5.23437,1,1117.375,50,0,20.0,0.0,45,22.72406,1603.582,1,25
235,236,347.3093,360.0,32800,2,0.9005127,-0.897849,0.002663649,0.1864592,38.33333,0,32,4.037687,1,1118.31,50,0,40.0,0.0,45,20.247,1603.124,1,25
236,237,347.9878,360.0,91600,5,-0.06564331,0.002472881,-0.06317043,0.2026976,32.5,0,64,3.447445,1,1119.261,50,0,56.56854,0.0,45,20.73383,1603.712,1,25
237,238,353.0082,354.4009,91600,5,0.2131348,0.05722922,0.270364,0.2661468,42.5,0,64,2.803691,1,1121.116,50,0,63.24555,0.0,45,23.08248,1605.344,1,25
238,239,357.9451,349.285,91600,5,0.9547424,-0.7039896,0.2507529,0.273769,52.5,0,64,2.576544,1,1122.339,50,0,63.24555,0.0,45,24.64802,1598.191,1,25
239,240,11.33313,345.2535,91600,5,1.951569,-0.8620341,1.089534,0.2746761,51.66667,0,128,2.63164,1,1122.586,50,0,60.0,0.0,45,26.10321,1578.431,1,25
240,241,8.613104,342.3448,91600,5,-1.579742,-0.119528,-1.69927,0.3102316,50.0,0,64,2.560264,1,1118.076,50,0,60.0,0.0,45,29.11547,1559.371,1,25
241,242,6.179879,340.5877,91600,5,1.365875,-0.2551656,1.11071,0.3831315,70.0,0,64,2.189471,1,1119.859,50,0,60.0,0.0,45,34.05447,1541.041,1,25
242,243,11.13724,340.0,91600,5,0.6539001,-0.4742117,0.1796885,0.4293815,82.5,0,64,1.906082,1,1116.989,50,0,60.0,0.0,45,36.60731,1523.471,1,25
243,244,354.3944,340.5877,91600,5,-2.309967,0.6043699,-1.705597,0.3927545,62.5,0,64,1.75523,1,1113.354,50,0,56.56854,0.0,45,35.58647,1506.692,1,25
244,245,318.6709,342.3448,91600,5,-9.083374,5.285537,-3.797837,0.5498788,57.5,0,64,1.582679,1,1116.511,50,0,44.72136,0.0,45,47.07945,1490.739,1,25
245,246,306.2305,345.2535,91600,5,0.4580078,-0.4478728,0.01013495,0.669331,138.3333,0,32,0.3672474,5,1144.367,10,0,40.0,0.0,23,57.63647,1475.644,1,19
246,247,304.4139,349.285,91600,5,2.87262,-2.851917,0.02070232,0.6055229,173.3333,0,32,1.416213,1,1171.235,50,0,28.28427,0.0,45,55.68946,1461.444,1,25
247,248,308.1772,354.4009,91600,5,3.648468,-2.783483,0.8649848,0.4616366,131.6667,0,32,1.445275,1,1190.725,50,0,20.0,0.0,45,44.58418,1448.175,1,25
248,249,327.7283,360.5551,91600,5,1.267151,-0.232592,1.034559,0.3181984,73.33334,0,32,1.64629,1,1199.18,50,0,0.0,0.0,45,29.48507,1435.876,1,25
249,250,353.4408,367.6955,91600,5,-0.2981262,0.5923049,0.2941787,0.2531224,35.0,0,32,2.175888,1,1200.633,50,0,0.0,0.0,45,22.44367,1424.586,1,25
250,251,4.88611,375.7659,65600,1,0.3511963,0.1647023,0.5158986,0.2216416,32.5,0,64,2.563319,1,1200.655,50,0,20.0,0.0,45,20.84283,1414.344,1,25
251,252,20.51476,384.7077,65600,1,-1.177765,1.250799,0.07303442,0.2628044,36.66667,0,128,2.717702,1,1198.548,50,0,20.0,0.0,45,22.02514,1405.188,1,25
252,253,32.53982,394.4617,65600,1,0.8560486,-0.417968,0.4380805,0.2335655,53.33333,0,128,2.572004,1,1195.782,50,0,20.0,0.0,45,25.08532,1396.946,1,25
253,254,35.28334,404.9691,65600,1,2.301178,-1.635811,0.6653671,0.3001404,66.66666,0,128,2.383231,1,1191.415,50,0,0.0,0.0,45,29.15621,1389.444,1,25
254,255,35.9021,416.173,65600,1,0.4522095,-0.5314966,-0.0792871,0.3622418,65.0,0,128,2.523372,1,1183.567,50,0,0.0,0.0,45,32.14547,1382.719,1,25
255,256,37.30453,428.0187,65600,1,0.807373,-0.1991307,0.6082424,0.3697308,55.0,0,128,2.292344,1,1175.961,50,0,0.0,0.0,45,31.21263,1376.807,1,25
256,257,40.71764,440.4543,65600,1,-1.625488,1.309499,-0.3159897,0.3354592,36.66667,0,128,2.031003,1,1166.702,50,0,20.0,0.0,45,27.77424,1371.741,1,25
257,258,44.93091,453.4314,162800,3,-1.350403,0.7996042,-0.5507987,0.2530043,55.0,0,128,2.030285,1,1160.165,50,0,20.0,0.0,45,26.49165,1367.764,1,25
258,259,51.24879,466.9047,162800,3,3.645386,-1.910671,1.734714,0.3414162,65.0,0,1,2.158497,1,1155.284,50,0,20.0,0.0,45,29.17786,1365.115,1,25
259,260,54.60193,480.8326,162800,3,-3.561127,2.857924,-0.7032031,0.3167596,17.5,0,64,2.063591,1,1142.059,50,0,20.0,0.0,45,21.61871,1363.813,1,25
260,261,45.8564,495.1767,162800,3,-2.714386,1.28781,-1.426576,0.02133313,1.666667,0,32,2.066667,1,1137.917,50,0,28.28427,0.0,45,1.53825,1363.874,1,25
261,262,238.429,509.9019,162800,3,-0.1991577,0.3109701,0.1118124,0.1224905,12.5,0,16,1.09846,5,1140.744,10,0,44.72136,0.0,23,9.417767,1365.304,1,19
262,263,250.8411,524.9762,162800,3,-0.3083496,0.3765179,0.06816828,0.1558869,20.0,0,8,5.416532,5,1144.276,10,0,63.24555,0.0,23,12.75821,1368.104,1,19
263,264,269.3671,540.3702,162800,3,0.5104675,-0.1670941,0.3433735,0.1836596,27.5,0,16,1.370432,5,1150.137,10,0,82.46211,0.0,23,13.88453,1372.269,1,19
264,265,268.4543,556.0576,162800,3,1.807281,-1.514778,0.2925036,0.09507333,27.5,0,16,1.034883,5,1155.998,10,0,101.9804,0.0,23,9.700512,1377.784,1,19
266,267,354.3949,342.3448,32800,2,-0.3299561,0.3184674,-0.01148867,0.1437593,21.66667,0,32,0.9736094,3,1120.011,10,0,0.0,0.0,17,11.0157,1565.194,1,20
267,268,343.1969,340.5877,32800,2,-0.8869629,0.7794189,-0.107544,0.1602148,17.5,0,64,3.322839,1,1120.915,50,0,20.0,0.0,45,14.34683,1563.661,1,25
268,269,341.3331,340.0,32800,2,-1.252563,1.023837,-0.2287267,0.1962122,20.0,0,64,3.173656,1,1122.458,50,0,28.28427,0.0,45,16.87898,1563.205,1,25
269,270,338.3251,340.0,91600,5,-0.930542,0.8780254,-0.05251665,0.2455826,30.0,0,64,2.811426,1,1125.382,50,0,44.72136,0.0,45,20.94715,1563.825,1,25
270,271,346.6452,335.2611,91600,5,0.6051941,0.3883556,0.9935496,0.2888116,42.5,0,64,2.252214,1,1129.757,50,0,63.24555,0.0,45,22.91903,1565.518,1,25
271,272,359.0174,329.8484,91600,5,-0.1769714,0.2531352,0.07616376,0.2490186,37.5,0,64,2.092794,1,1130.06,50,0,82.46211,0.0,45,22.4057,1564.31,1,25
272,273,7.38734,325.5764,91600,5,0.5325012,-0.2374719,0.2950293,0.2170331,41.66667,0,128,2.148039,1,1130.019,50,0,80.0,0.0,45,23.07549,1545.432,1,25
273,274,355.6427,322.4903,91600,5,-1.298706,0.04095795,-1.257748,0.3013727,52.5,0,64,2.297426,1,1128.6,50,0,72.11102,0.0,45,27.38459,1525.939,1,25
274,275,356.6829,320.6244,91600,5,1.997467,-0.4197795,1.577688,0.3542757,65.0,0,64,2.224536,1,1133.179,50,0,56.56854,0.0,45,32.13438,1507.174,1,25
275,276,9.390739,320.0,91600,5,1.320129,-1.096488,0.2236412,0.3676094,72.5,0,64,2.151142,1,1131.721,50,0,44.72136,0.0,45,35.58747,1489.168,1,25
276,277,348.4339,320.6244,91600,5,-3.9935,1.292009,-2.701491,0.4459607,75.0,0,64,1.909494,1,1128.762,50,0,40.0,0.0,45,41.0928,1471.954,1,25
277,278,319.6686,322.4903,91600,5,-3.871063,1.756466,-2.114598,0.626309,115.0,0,64,1.522534,1,1139.864,50,0,28.28427,0.0,45,53.20243,1455.567,1,25
278,279,308.9088,325.5764,91600,5,3.137146,-3.107462,0.02968393,0.6167901,173.3333,0,32,1.420558,1,1165.735,50,0,20.0,0.0,45,56.15853,1440.043,1,25
279,280,305.0629,329.8484,91600,5,2.28537,-2.358897,-0.07352722,0.5072726,143.3333,0,32,1.45356,1,1184.95,50,0,20.0,0.0,45,48.92297,1425.419,1,25
280,281,306.5714,335.2611,91600,5,1.958893,-1.417188,0.5417047,0.401865,100.0,0,32,1.620989,1,1199.849,50,0,0.0,0.0,45,38.78238,1411.734,1,25
281,282,328.9851,341.7602,91600,5,3.580078,-1.438879,2.141199,0.291213,66.66666,0,32,1.856116,1,1209.881,50,0,0.0,0.0,45,27.57623,1399.029,1,25
282,283,1.350911,349.285,91600,5,1.274414,-0.6092384,0.6651756,0.2542992,47.5,0,64,2.658295,1,1210.312,50,0,0.0,0.0,45,23.04596,1387.345,1,25
283,284,5.239933,357.7709,65600,1,-0.6894836,-0.2007462,-0.8902298,0.2186899,37.5,0,64,3.230419,1,1208.201,50,0,0.0,0.0,45,21.65045,1376.726,1,25
284,285,17.95653,367.1512,65600,1,3.555664,-1.447818,2.107846,0.2766938,55.0,0,64,2.982788,1,1209.646,50,0,0.0,0.0,45,22.96244,1367.214,1,25
285,286,36.45874,377.3593,65600,1,-2.00415,1.443413,-0.5607371,0.3103252,35.0,0,128,2.748587,1,1201.679,50,0,0.0,0.0,45,24.93622,1358.634,1,25
286,287,40.16447,388.3297,65600,1,-0.3812256,0.3958447,0.01461915,0.218462,45.0,0,128,2.228957,1,1196.716,50,0,20.0,0.0,45,23.43856,1350.813,1,25
287,288,41.03283,400.0,65600,1,2.152771,-1.410012,0.7427594,0.2630057,58.33333,0,128,2.327997,1,1192.735,50,0,20.0,0.0,45,26.02284,1343.792,1,25
288,289,43.75968,412.3106,65600,1,0.7597961,-0.4620979,0.2976982,0.3251135,65.0,0,128,2.688999,1,1185.231,50,0,0.0,0.0,45,29.82454,1337.612,1,25
289,290,44.67859,425.2058,162800,3,1.817657,-0.7921782,1.025479,0.3242522,58.33333,0,128,2.339537,1,1177.137,50,0,0.0,0.0,45,29.83672,1332.311,1,25
290,291,45.30757,438.6342,162800,3,-0.151947,0.228907,0.07696002,0.3389823,45.0,0,128,2.28683,1,1168.193,50,0,0.0,0.0,45,27.82596,1328.139,1,25
291,292,52.22132,452.5483,162800,3,-0.6335754,0.2303993,-0.4031761,0.3062967,61.66667,0,128,2.377218,1,1159.87,50,0,0.0,0.0,45,29.28331,1325.344,1,25
292,293,55.27642,466.9047,162800,3,1.435516,-0.6554466,0.7800697,0.3583027,55.0,0,1,2.122827,1,1151.166,50,0,0.0,0.0,45,29.23338,1323.949,1,25
293,294,48.96029,481.6638,162800,3,-4.457275,3.120897,-1.336379,0.2543064,7.5,0,64,2.049199,1,1139.73,50,0,20.0,0.0,45,16.27849,1323.971,1,25
294,295,281.515,496.7897,162800,3,-2.637421,0.3971553,-2.240265,0.04316762,1.666667,0,32,2.268573,1,1138.538,50,0,40.0,0.0,45,3.30269,1325.419,1,25
295,296,248.8926,512.2499,162800,3,-0.8157043,0.8760475,0.06034317,0.1620731,15.0,0,16,1.102658,5,1142.019,10,0,60.0,0.0,23,13.0484,1328.293,1,19
296,297,249.6279,528.0151,162800,3,0.1914978,0.1039289,0.2954267,0.2080348,30.0,0,16,3.632306,5,1148.177,10,0,80.0,0.0,23,17.27896,1332.586,1,19
297,298,248.7807,544.0588,162800,3,1.511353,-1.062171,0.4491817,0.1763128,33.33333,0,8,1.165269,5,1154.629,10,0,100.0,0.0,23,12.83924,1338.284,1,19
298,299,241.9467,560.3571,162800,3,1.055115,-0.7585525,0.2965622,0.09576169,26.66667,0,8,1.06275,5,1158.01,10,0,120.0,0.0,23,6.734648,1345.365,1,19
300,301,352.7454,325.5764,32800,2,-0.8759155,1.119288,0.2433724,0.214631,22.5,0,64,0.7024089,3,1123.91,10,0,20.0,0.0,17,14.9516,1527.629,1,20
301,302,348.374,322.4903,32800,2,-1.029694,0.781499,-0.2481946,0.2142629,25.0,0,64,0.59941,3,1125.185,10,0,0.0,0.0,17,17.53499,1525.304,1,20
302,303,344.1561,320.6244,32800,2,-0.4772034,0.2742975,-0.2029059,0.2282825,30.0,0,64,2.482322,1,1127.364,50,0,0.0,0.0,45,18.39265,1523.743,1,25
303,304,336.4104,320.0,32800,2,0.4263306,-0.2783871,0.1479435,0.2236015,37.5,0,64,2.663624,1,1130.235,50,0,20.0,0.0,45,20.88622,1523.291,1,25
304,305,331.0816,320.0,91600,5,-0.8797302,0.8568354,-0.02289488,0.2966863,40.0,0,64,2.602962,1,1133.773,50,0,40.0,0.0,45,26.53609,1523.946,1,25
305,306,344.5665,316.2278,91600,5,1.163971,0.7573165,1.921287,0.3436299,51.66667,0,32,2.144361,1,1140.05,50,0,56.56854,0.0,45,28.81687,1525.704,1,25
306,307,4.48229,310.4835,91600,5,-1.353485,1.590248,0.2367633,0.3452902,42.5,0,64,2.200603,1,1138.833,50,0,72.11102,0.0,45,27.97857,1525.361,1,25
307,308,4.75374,305.9412,91600,5,-2.82373,1.892788,-0.9309429,0.3067023,32.5,0,64,2.12515,1,1136.701,50,0,72.11102,0.0,45,25.95938,1512.828,1,25
308,309,345.6895,302.6549,91600,5,-1.65918,0.5091472,-1.150033,0.3305474,47.5,0,64,1.969887,1,1138.321,50,0,63.24555,0.0,45,26.90318,1492.891,1,25
309,310,350.0665,300.6659,91600,5,2.943115,-0.9807155,1.9624,0.2893957,55.0,0,64,2.07159,1,1144.545,50,0,44.72136,0.0,45,27.9331,1473.679,1,25
310,311,358.9806,300.0,91600,5,-1.147369,-0.02922745,-1.176597,0.3110798,52.5,0,64,2.518772,1,1142.673,50,0,28.28427,0.0,45,32.06563,1455.225,1,25
311,312,333.5388,300.6659,91600,5,-3.496216,2.037486,-1.45873,0.5020505,85.0,0,64,2.315531,1,1146.083,50,0,20.0,0.0,45,43.78678,1437.562,1,25
312,313,317.5349,302.6549,91600,5,1.912811,-1.644966,0.2678455,0.5943227,123.3333,0,32,1.581332,1,1163.933,50,0,20.0,0.0,45,52.14093,1420.726,1,25
313,314,310.4314,305.9412,91600,5,2.629883,-2.885032,-0.2551496,0.4921663,145.0,0,32,1.495197,1,1181.209,50,0,0.0,0.0,45,48.17988,1404.755,1,25
314,315,302.8665,310.4835,91600,5,0.7835083,-1.05365,-0.2701418,0.399761,98.33334,0,32,1.652669,1,1193.84,50,0,0.0,0.0,45,39.65105,1389.687,1,25
315,316,298.7905,316.2278,91600,5,0.9342041,-0.7858174,0.1483867,0.3506107,73.33334,0,32,1.831152,1,1206.006,50,0,0.0,0.0,45,33.18329,1375.566,1,25
316,317,315.48,323.1099,91600,5,2.549377,-1.188337,1.36104,0.2314075,55.0,0,32,2.028877,1,1215.861,50,0,0.0,0.0,45,22.16594,1362.432,1,25
317,318,2.395618,331.0589,91600,5,1.095032,-0.1212496,0.9737821,0.2137472,35.0,0,64,2.838255,1,1217.435,50,0,20.0,0.0,45,18.05635,1350.333,1,25
318,319,5.373192,340.0,65600,1,-1.161224,0.3137304,-0.8474939,0.2247709,32.5,0,64,3.910255,1,1214.948,50,0,20.0,0.0,45,19.62468,1339.312,1,25
319,320,15.19366,349.8571,65600,1,1.04538,-0.03672936,1.00865,0.1992334,50.0,0,128,3.59725,1,1215.934,50,0,20.0,0.0,45,21.39224,1329.418,1,25
320,321,38.70134,360.5551,65600,1,3.0448,-1.593989,1.450811,0.3090411,55.0,0,128,3.618802,1,1212.589,50,0,0.0,0.0,45,26.84379,1320.476,1,25
321,322,44.56642,372.0215,65600,1,-1.740723,1.373455,-0.367268,0.3119865,33.33333,0,128,2.66814,1,1202.562,50,0,0.0,0.0,45,25.58459,1312.311,1,25
322,323,46.16504,384.1875,65600,1,-0.3397827,0.4050712,0.06528853,0.2077962,40.0,0,128,2.403522,1,1196.815,50,0,20.0,0.0,45,21.89634,1304.969,1,25
323,324,56.37534,396.9887,162800,3,2.249634,-1.179107,1.070527,0.2825151,52.5,0,1,2.92669,1,1192.052,50,0,20.0,0.0,45,25.44614,1298.497,1,25
324,325,58.55954,410.3657,162800,3,-1.223389,1.286698,0.06330973,0.2599351,45.0,0,128,2.504781,1,1181.151,50,0,20.0,0.0,45,26.09209,1292.938,1,25
325,326,53.27258,424.2641,162800,3,2.726593,-1.476565,1.250028,0.2486302,56.66667,0,128,2.386075,1,1176.209,50,0,20.0,0.0,45,25.00509,1288.552,1,25
